RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
395018,244,"Redding, CA",msa,CA,78058,78001,78180,78509,78956,79382,79876,80488,81049,80554,79956,79377,79802,80205,80768,81297,81984,82738,83849,85138,86240,87323,88402,89697,90623,91441,92104,93112,94266,95776,97079,98406,99584,101698,103842,106448,108242,110625,112494,114578,116087,117679,119667,121418,123447,124678,126523,127766,129492,130060,131494,133139,135456,137959,140975,144409,147078,148879,150770,153178,155742,156719,158736,161449,166015,169633,172997,176275,179126,181867,184478,187151,188498,189978,192409,194924,197443,198465,199112,198087,196463,195486,194586,192954,191301,190852,191006,190889,188968,186626,183606,182658,182664,182693,180119,178029,177223,177199,175417,171951,168220,164572,160749,157384,154525,152706,150787,149019,147477,146395,145338,144202,142971,142032,140174,138264,136632,136229,136119,135871,135749,135887,135991,135649,134944,134167,133610,132877,132257,131853,131206,130500,129463,129181,128406,127659,126589,126004,124236,122526,120471,119990,119390,119731,119920,120607,120791,120922,121022,120791,121151,121527,122580,123395,124641,125447,129243,133123,137890,138059,137885,138714,142671,146912,150190,152456,154826,156893,162794,168973,175143,177367,179206,180970,183114,185176,187618,190505,193441,196045,197142,198404,200225,202927,204951,206124,206897,207617,208687,214816,221416,228264,229375,229695,229014,229772,231174,233577,233605,234242,234305,235448,236800,238067,239315,240038,241646,244167,246950,249431,250063,250003,250830,252103,254088,255191,256098,256111,256474,258016,260151,261067,260642,260332,261313,263224,264997,266486,267875,269405,269957,271206,273348,276649,278139,278245,278449,278856,279326,279869,279586,279399,278465,280398,282076,282623,283607,286127,290941,296304,300719,305354,308089,311310,315821,322839,330424,337673,346263,353828,360289,361078,361852,363501,366120,369969,372537,377590,381317,383685,384509,383146,380077,376128,372738,370713
394748,245,"Kingston, NY",msa,NY,119968,120789,121608,123237,124543,125686,126791,127683,128452,129033,129970,131034,132092,133092,134051,135053,136337,137564,138968,139959,141026,141905,143065,144224,145457,146842,148346,149902,151544,153173,155001,156478,157956,159243,160629,161990,163454,164939,166585,168301,170318,172479,174594,177574,180774,184467,187302,190232,192631,193815,194565,195901,199297,202817,206315,209173,212214,214809,217158,220008,222996,226181,228533,230983,233633,236418,239609,242822,246266,249835,252643,254975,256632,258192,259389,260536,261976,262686,262242,261327,260330,259336,258490,258138,258029,257535,256843,256217,255861,255844,256066,256243,256102,256550,257475,257829,257293,256158,255881,255926,255656,255223,253535,252378,250498,247826,244378,241054,239246,237442,235620,233471,230840,229562,227654,225147,223360,224596,226002,226559,225596,226303,226629,227380,226829,226373,225776,226522,226049,224196,221884,219990,218157,217219,217675,217543,217143,213514,210126,204617,202029,200697,200585,200177,200750,200347,200208,198847,198653,199698,199465,199873,198946,198087,196818,194911,195017,195636,195687,195129,194423,195007,196796,198481,200449,200999,201489,201216,200710,200506,200833,202215,203462,204683,205330,205244,204719,203624,203278,203388,204673,205045,206131,206617,207585,208054,207273,206618,205641,205821,205733,205156,204304,203143,201922,200388,199120,198392,199597,200831,202076,201923,202455,203219,203210,203207,203579,205849,208319,210222,211751,213634,215581,216296,215596,215030,214933,215598,214768,214689,215930,219217,223447,226262,228162,229628,231279,233202,233945,234949,236419,238672,240281,240338,240530,241512,243360,244466,244570,244568,244661,245092,245145,245203,245370,246399,248788,253669,262784,272173,280945,286992,294290,302196,309845,315700,322497,328527,335621,340379,345557,349817,354555,357656,360280,362038,364840,366391,370007,373316,375761,374582,374080,374814,378514,383334
395246,246,"Yuba City, CA",msa,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184753,187896,189894,194278,197896,202426,207054,211713,216203,220544,225400,230021,234875,240326,246198,252258,257222,261850,266442,271191,275992,280684,284278,287468,290184,292719,294527,295590,296190,295833,294562,292981,290882,288812,286126,283177,280266,277041,273846,269925,266410,264380,262961,260611,257755,250511,244623,239183,237625,235238,230781,225772,220803,216170,211448,205897,200710,196507,193844,191718,189920,188357,186882,185536,184319,183296,182330,181637,181110,180743,180459,180305,180251,180145,179938,179692,179266,178706,177893,177114,176780,176422,176045,175290,174785,174243,173390,172390,171331,170421,169652,169107,168684,168204,167923,167886,168120,168399,168816,169185,169689,170190,170951,171893,173011,174276,175735,177684,179842,182112,184360,186776,189174,191623,193922,196273,198406,200496,202588,204446,206426,208129,209963,211420,212656,213570,214237,213780,213153,212470,212792,213110,213525,214116,214974,215940,216772,217481,217081,216767,216378,216447,217253,218766,219488,221033,223374,227904,230440,231770,232281,233915,236003,238019,239642,241065,244192,246414,248554,249562,252937,256838,260115,262326,263868,266818,269195,271980,273019,275272,278069,281567,282716,282801,283691,284936,286681,287315,288877,289624,291517,292702,293327,293966,295565,297711,299465,301121,303184,305013,306087,306137,307189,307236,309362,311667,314829,315927,316035,316786,319646,325272,331265,336739,338780,342230,345283,348964,354510,363257,376015,388283,398203,404504,408762,413712,418480,424124,427774,431866,435410,439827,442161,443336,438004,432982,427413,426451
394707,247,"Iowa City, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202117,202330,202287,201950,201528,201110,201200,201032,200811,200483,200411,200489,200655,200952,201132,200921,200776,200850,201156,201297,201368,201553,201568,201693,201536,201389,201029,200415,199802,199212,199101,199301,199632,200045,200349,200690,201076,201123,201190,201060,201203,201256,201453,201826,202314,202973,203691,204284,204780,205111,205219,205134,205181,205636,206219,206782,207298,207796,208231,208654,209080,209641,210812,212013,213132,213788,214560,215055,215382,215634,216152,216815,217537,218179,218930,219642,220509,221198,221578,221747,221972,221971,222009,221899,222322,222871,223577,224183,224795,225479,226406,227089,227689,227885,228446,229025,230008,231131,231848,232480,232961,234033,235246,236452,237517,238592,239293,240154,240700,241540,242060,242937,243815,244639,245246,245941,246743,247289,247704,248120,248872,249275,249606,249777,250013,250258,250521,251060,251277,251876,252537,253630,254083,254446,253673,252934,252269,252457,253001,253391,254274,255058,255675,256222,257051,258053,258980,259920,261490,263860,266722,269152,271166,274137,278351,282815,286305,288128,289782,293652,298136,302449,305249,307219,305509,303235,301184,302067
394896,248,"Muskegon, MI",msa,MI,90764,90879,91145,91624,92280,92955,93685,94403,95104,95645,96099,96405,96784,97218,97797,98194,98438,98476,98568,98733,98887,99117,99380,99728,100177,100610,101021,101177,101255,101377,101646,101911,101897,101787,101720,101842,102117,102200,102290,102272,102420,102231,102016,101834,102283,102900,103436,103701,103930,104225,104583,104828,105230,105754,106554,107253,107729,108138,108427,108827,109126,109403,109593,109782,109942,110170,110456,110631,110553,110133,109716,109479,109433,109218,108862,108507,108501,108502,108391,108443,108698,109320,109366,109226,108796,108424,108118,107563,107781,107037,105983,105689,105398,105541,104505,104326,104104,103679,102762,102067,101351,101745,102274,102247,101633,100491,99432,98140,97227,96838,96677,95959,94321,92546,91026,90068,89476,89681,90303,90810,89728,88407,88062,87858,88478,88021,88173,87502,86420,85724,85094,84672,83869,83243,82761,82159,81477,80630,79876,79698,79749,79810,79339,78659,78847,79073,79622,79635,79719,80042,80555,81488,82487,83084,83601,83686,83976,84045,84449,85444,86456,87618,88404,89110,89450,89469,89595,89921,90285,90493,90080,90256,90018,90516,90737,91571,92220,92594,92851,93157,93357,93900,94403,95796,96882,98076,98953,99352,99679,99380,99791,100299,101088,101832,102389,103425,104053,104896,105307,106143,106983,108005,108943,109775,110386,110817,111190,112159,113346,114274,115008,115673,116634,117513,118379,119559,120969,122654,124318,125345,126205,126827,128030,129104,130434,131519,132978,134674,136528,138152,139246,140334,140935,141232,141073,141252,141583,142403,143186,144397,145570,147343,149020,150286,151432,152323,153611,154642,155929,157546,159220,160835,162430,164785,167889,171227,174892,178793,182816,185939,188995,191394,194229,196639,199870,203145,205804,208286,209925,211531,212358,213666,212931,213086,212948,215411
394299,249,"Abilene, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102830,102851,103002,103070,103167,102982,102930,102767,102251,101653,101070,101152,101474,101898,102210,102251,102274,102225,102207,102144,101638,101150,100468,100246,99756,99575,99214,99094,98782,98558,98392,97649,97200,96723,97074,97407,97803,98180,98746,99537,100309,100867,101007,101481,101266,101367,101063,101244,101566,101525,101287,100787,101008,101732,102594,103275,103958,104125,104431,104734,105454,105981,106621,107359,108167,108695,109249,109723,109851,110014,110063,110397,110362,110390,110483,110908,111140,111524,111571,111248,111274,111922,113034,113791,114488,115303,115960,116325,116693,117116,117674,118451,119320,119550,119764,119911,120614,121172,121369,121475,121322,121628,122056,122756,123641,123841,123861,123627,124221,125252,126424,127474,128397,129137,129756,130371,130667,131272,131606,132176,132404,132656,133009,133500,133944,134171,134380,135379,136411,137068,136047,135134,134580,135196,135952,136708,137418,138223,139209,140374,141719,143125,144462,145465,146398,147302,148453,149861,151901,154125,156884,159020,161367,163490,166070,168176,169918,171764,173906,176412,178654,180552,181762,182751,183872,184652,184720,183548
394944,250,"Oshkosh, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134098,134280,132868,132226,131652,132389,132081,131288,130446,129682,129129,128855,128421,128071,129143,130140,130519,129870,130029,129323,128432,127084,126994,126519,125726,124004,120809,117501,114925,113141,111931,111189,110350,109308,108580,108748,109135,108816,108846,109714,111937,114018,115473,115919,116388,116334,115092,113744,113639,114878,116614,117356,118297,118610,118968,119706,120190,120258,119785,119636,121907,125266,127385,127294,125795,125351,124865,123977,123338,123530,124658,125307,123765,120658,120773,122812,126309,126682,127294,127801,127845,127584,127809,128129,128866,130166,130562,130919,130443,131599,132318,133325,134576,135203,134486,133488,133972,136067,139009,140079,140588,140914,142488,143378,143722,144265,145576,147387,148260,148341,147652,148504,150425,152240,152293,151478,151377,152017,153099,153827,154422,154814,155518,156022,156734,157471,158503,159644,160805,162443,163562,164774,165587,166054,166677,166405,166298,166277,167550,169710,171681,173641,175621,177496,179625,181898,184570,187738,191192,194664,197214,198909,200239,201680,203465,205291,208113,211595,215285,217784,218476,219615,220355,221863,222488,223775,225166,227019
394428,251,"Burlington, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160216,160581,161520,162864,164405,165502,166772,167660,168469,169576,170698,171567,171418,171189,171098,172022,172329,172587,172756,174222,175959,177845,179783,182151,185344,188101,191163,193244,197428,200369,206201,211471,217889,221668,226554,232662,238761,245131,250783,257039,261511,266088,269827,272071,274292,275601,277213,276463
394960,252,"Panama City, FL",msa,FL,114424,114741,115009,115556,116222,116852,117582,118178,118947,119594,120251,120879,121654,122401,122261,121898,121393,121912,122514,123041,123267,123572,124164,124882,125540,126226,126928,127311,127837,128348,129223,129767,130383,130969,131800,132660,133589,134291,135143,136168,137533,139019,140623,142671,144669,146196,147302,148296,150005,151861,154234,156516,159349,162608,166920,171519,175312,177919,180109,182982,186835,190557,194210,199312,204740,211456,217477,223579,228644,232353,235647,239007,242494,244875,246632,247647,249376,250543,251155,251244,251021,250593,248954,246641,244236,243154,242661,242886,242062,240787,238560,236570,235206,234603,234353,232325,230326,228076,226914,224503,222639,220101,218118,215109,212047,209117,205906,204135,201385,199574,197996,196760,194433,190917,187872,185582,183661,182512,182279,182087,181002,179155,176879,176129,175681,176361,175858,175640,174395,173416,171487,170027,168252,167416,165897,164047,161159,158420,156143,154213,153219,152705,152920,152974,151877,150850,150517,151582,153324,155404,156187,156266,155565,156407,156396,156185,156516,157663,158660,159053,159081,159513,159206,160100,160981,162394,163836,164952,165905,166775,167148,167457,168231,169782,171961,172706,173207,173223,174267,175101,175263,174880,175491,176178,176874,176710,177461,177861,178976,178710,179008,179375,179843,179925,179980,181701,183712,185440,186719,187775,188466,188264,187804,187666,187786,187991,188387,189726,190995,191980,193174,194960,196985,196995,197765,198725,200424,201776,203192,205371,207026,208367,209474,210788,212293,214744,215584,215810,213510,212546,211482,211853,211846,211916,212622,213498,214637,215409,217020,218783,222732,226223,229632,230386,230257,229749,229772,230318,231212,232782,234374,235983,238099,241064,244506,248052,252228,256703,261738,267487,274301,280356,285541,290100,295990,302697,310147,316781,322386,327072,330328,332957,334873,336754,337738,338443
753869,253,"Bloomington, IL",msa,IL,124024,124318,124625,125331,126058,126660,127050,127341,127693,128018,128345,128290,128323,128327,128680,128932,129155,129366,129427,129699,130002,130406,130658,130962,131418,131919,132495,133102,133695,134074,134358,134552,135128,135675,136278,136469,136820,137293,137788,138188,138535,138981,139266,139621,139866,140166,140223,140645,141275,141966,142360,142660,142923,143143,143205,143384,143555,143962,144271,144718,145297,145728,146114,146207,146504,146705,147156,147591,147956,148080,148149,148424,148842,149310,149964,150345,150549,150543,150910,151529,152221,152847,153493,154082,154541,155008,155522,155920,156152,156198,156253,156202,156145,156100,156139,156347,156416,156438,156145,155114,154273,153506,153540,153535,153400,153192,153019,153001,153322,153559,153552,153369,153452,153719,154035,153812,153668,153424,153315,153182,153089,153258,153512,153898,154005,153959,153691,153343,152860,152458,152024,151616,151199,150807,150544,149757,148940,148154,148117,147800,147169,146112,145306,144325,143700,143711,144325,144990,145752,146335,146557,146374,146078,146312,146383,146914,146917,146642,146208,146495,147819,149469,150244,150639,150852,151235,151462,151830,152167,152161,151963,152354,152492,152344,151628,151363,151224,151244,151342,151236,150978,150814,150361,150635,150640,151253,151155,151223,151360,151516,150799,150249,150082,150437,150475,150476,150558,150537,150317,150345,150498,150793,150897,151145,150854,151294,152176,152747,152724,152166,152293,152429,152639,152859,153471,153893,154280,153812,153494,153503,153734,153941,153870,153854,153615,153340,153128,153147,153177,153105,152907,152599,152620,152619,152818,152902,153358,153825,154385,154647,154873,155217,155554,155773,155841,156006,156420,157203,158222,159253,160187,161064,162251,164269,166084,167519,168452,170360,172908,175552,177707,179819,181718,183956,186081,189150,193136,197699,201829,205286,207667,209192,209862,210717,211151,211394
394480,254,"Coeur d'Alene, ID",msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250731,250385,250624,250766,251345,255193,259760,265395,265906,265143,261599,260453,259907,258866,255954,252095,249437,246994,243184,237935,235036,232311,231459,228250,226418,223653,221644,220200,219707,219098,218451,216693,214379,214110,214192,213967,210478,209179,207679,205748,202574,199171,197025,195768,193602,190972,188873,188419,187481,185235,182674,182469,182363,182141,182680,184424,187513,189924,191223,192995,195381,196465,197982,197777,200223,200741,200324,198937,200258,204852,210098,214033,216593,218977,221173,222415,222117,220803,221135,223614,226882,228129,228824,229115,230069,230691,231492,231989,232016,232853,233401,232887,233182,234207,235848,236621,237385,239242,240622,241963,243201,244221,246041,248017,250042,250867,252263,253756,256172,257392,259105,261734,264121,265973,266436,266194,266759,267496,270615,272787,275988,279300,283390,285952,287662,289998,292919,296516,298946,301254,303219,307544,313747,317353,318948,319055,322048,325147,329025,331177,335065,338933,342796,344788,343987,344898,347538,351902,354852,357847,362404,369175,372920,376836,376452,377158,376322,382118,393098,406547,416195,423114,431739,442339,456329,466109,479925,491957,514916,534213,552398,563478,571499,580547,586956,590643,592726,597261,594818,588681,577593,572031,570678,572196,566823,556518
394553,255,"East Stroudsburg, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184940,185552,187106,189458,192048,193991,196127,197931,200036,201609,203189,203510,203600,203489,204265,205128,206127,206991,208160,209237,210151,210735,210653,209775,210733,211947,211903,209777,209577,209370,209508,207991,208202,207909,207804,206015,204133,201371,199873,198377,196948,195823,194751,194084,193344,191996,189787,187152,184284,181903,179952,178812,178041,177340,177792,178543,178894,178449,177931,177908,176962,175929,174847,174068,172270,170004,169149,168516,167984,166094,164450,162354,160930,159822,159263,158292,157368,156451,155414,154444,153696,152972,151938,150857,149255,147750,146353,146208,146503,147022,146677,145930,145477,145736,146249,146151,145554,145007,144696,144806,144761,144487,144107,143869,143400,143126,143367,144054,144615,144639,144902,144796,144403,143844,143628,143458,143261,142982,143473,144185,144600,144519,143739,143198,142379,142064,141748,141854,141730,142151,142666,143535,144003,144323,144546,144596,144798,144852,145190,145482,145930,146722,147605,148534,149224,150032,150943,151987,152750,153015,152944,153352,154566,156181,157851,159068,160216,161283,162309,163247,164104,165076,165698,166330,167182,168639,170116,171340,172323,173038,173930,174661,175706,176464,177119,177967,178885,179793,180282,180669,182320,185024,,192913,197073,201535,205699,210494,216693,223641,229879,236129,244437,252946,259687,263460,267188,271177,275243,279211,283155,286652,290418,293634,295750,296652,297146,299563,301751,304175
394555,256,"Eau Claire, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141711,141642,141593,140607,139603,138256,138048,137542,137234,137129,137324,137579,137255,137324,137537,137915,137882,137790,137575,137514,136384,135153,133949,133698,133333,132655,132039,131685,131347,131100,130759,130494,130259,129871,129406,128616,128066,127710,127655,127596,127650,127600,127600,127678,128281,129492,131242,132503,132512,132724,133475,134907,135426,136355,137333,138435,138846,139276,139108,138467,138030,138788,140228,141538,141963,141929,141692,141565,141352,140958,140768,140614,140694,140692,141024,141783,142766,143683,144376,145050,145895,146737,147441,148502,149752,150949,151374,151698,152258,152785,153376,153619,154091,154439,155174,156128,157383,158426,159371,160393,161746,163278,164439,165657,166673,167728,168721,170346,171855,173055,174047,175547,176701,177186,177217,177459,178018,178715,179438,179844,180337,180662,181421,182120,182623,183354,183985,185645,186772,188195,189461,190905,192487,194162,195998,197566,198843,200247,201917,203717,205580,207087,208884,210559,212631,215126,217217,219426,222207,226140,230015,233007,235681,238239,239791,241928,243076,246231,248934,254294,257400,261614,264414,267239,269634,270761,273993,275594
395007,257,"Pueblo, CO",msa,CO,112135,112264,112465,112912,113487,114073,114625,115094,115533,115829,116147,116551,117046,117467,117540,117532,117429,117474,117607,117698,117919,118070,118305,118510,118697,118893,119039,119264,119694,120302,120885,121439,121802,122153,122316,122430,122534,122879,123449,123886,124253,124455,124822,125191,125692,126283,126691,127077,127526,127970,128346,128558,129023,129432,129933,130511,131107,131449,131430,131439,131630,131889,132229,132746,133210,133771,134203,134848,135520,136206,136781,137201,137619,138103,138597,139109,139532,139859,140017,140336,140728,141168,141408,141653,141948,142336,142425,142334,142121,141941,141837,141752,141745,141640,141203,140229,139403,138668,138384,137991,137763,137418,136771,136154,135499,134963,134283,134171,134039,133992,133706,133575,133519,133130,132843,132399,132345,132310,132308,132055,131820,131842,131997,131971,131783,131521,131223,131044,130744,130857,130723,130494,129834,129092,128436,127991,127341,126642,125664,125030,124667,124318,124124,123907,123863,123698,123488,123274,123114,122973,123112,123407,123820,124302,124756,125222,125347,125359,125458,125777,126181,126479,126769,126892,127071,126823,126967,126727,127163,127378,127966,128221,128643,128838,129115,129227,129682,130053,130327,130603,130858,131413,131932,132820,133481,133913,134478,135384,137003,138620,140281,141624,142331,142815,143326,144184,145544,146475,147666,148480,149578,150321,151032,151729,152342,153159,154069,155279,156274,157840,159299,160778,161763,163114,164350,165929,167437,168970,170507,171885,173720,174891,176438,177916,179843,181554,183482,185612,187682,189364,190638,192003,193268,194882,196139,196628,197220,197933,199404,200576,202166,204228,206051,207832,209371,211574,213775,216192,218538,221228,224108,227018,229772,233142,237375,241875,246351,252429,258878,266366,272355,279222,284406,289749,294262,299047,303914,308695,312476,314831,315587,316858,317096,315267,312931,310695
394671,258,"Hattiesburg, MS",msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131520,131598,131673,131671,131617,131494,131449,131254,131105,130702,130317,130078,130362,130718,130756,130560,130420,130501,130423,130350,130309,130463,130542,130583,130556,130627,130944,131222,131507,131404,131381,131534,131659,131906,131984,132375,132929,133467,133819,134142,134396,134731,134868,135210,135645,136069,136282,136359,136434,136622,136799,136981,137234,137512,137830,138155,138573,138924,139107,139320,139556,139864,140034,140115,140331,140562,140991,141490,142089,142694,143091,143586,144045,144649,145224,145690,145955,146031,146136,146355,146731,147179,147590,148024,148439,149035,149625,150355,150936,151473,151742,152067,152259,152647,153325,153994,154527,154593,154730,154408,154355,154289,154763,154726,154764,155049,156017,156950,158641,160474,162541,163767,164757,165578,166655,167668,168751,169505,170152,173471,176808,181081,182535,184192,184994,186932,188607,190364,191179,192074,194177,196193
394393,259,"Bloomington, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135929,136233,136463,136951,137215,137551,138115,138888,139595,140219,140681,141172,141407,141839,142326,142852,143398,144089,145078,145817,146189,146358,147076,147848,148406,148630,148727,148804,148726,148746,149015,148980,149277,149508,149705,149670,149676,150120,150600,150802,150840,150932,151265,151641,151693,151470,151347,151351,151635,151841,151940,152333,152729,153442,153839,154131,154108,153876,153922,153799,153523,153196,152922,152790,152482,153390,154656,155831,156191,156421,155973,155468,155066,155326,155606,155735,155820,155543,155244,155279,156001,156756,157615,157967,158491,158383,157930,157271,156529,155715,154339,153484,152901,152882,152599,152190,151684,151197,150817,150662,150779,150965,151424,151975,152888,153381,153634,153724,153610,153634,153765,153882,154222,154362,154798,155195,155545,155990,156406,156908,157164,157147,157173,157264,157350,157315,157684,158028,158634,159232,160208,160844,161044,161098,161407,161564,161581,161694,161917,162310,162666,162945,163037,163106,163499,164126,164677,165112,165324,165433,165827,166511,167322,168012,168689,169886,170963,171473,171639,172092,173278,174583,175434,176348,177038,178125,179089,179395,179722,180003,181153,182176,183641,184772,186319,187370,188833,190046,191324,192781,194175,195603,196473,197473,197926,198774,199723,201158,202813,204111,205469,206506,207578,208551,209732,210776,211989,212780,213490,213864,214812,216051,217315,218610,220123,222346,224833,227634,230177,232727,235034,237483,240080,243289,246359,249293,251745,254525,257327,260667,264548,268688,273495,277440,280767,282571,284801,286634,289182,290909,292605,293111,293908
