RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
394804,360,"Longview, WA",msa,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186514,185747,184789,182750,180801,179026,177464,175865,174469,173394,172538,171596,171092,170652,170455,169785,169227,168799,168293,167728,166808,165905,164694,163435,162120,160999,159750,158485,157487,156818,156484,156026,155690,155360,155006,154747,154544,154484,154440,154356,154403,154538,154892,155140,155521,155962,156618,157390,158143,158879,159529,160178,160962,161777,162705,163502,164273,165095,166009,,164206,163182,,167083,168721,168777,169960,170619,171024,171507,172200,173245,174153,175475,176908,178718,180473,182114,183915,185387,186567,187338,188232,189660,191219,192386,193090,194237,196139,198284,200239,201949,203459,204972,206581,208555,210360,212153,213974,216293,218603,220881,223281,225980,228546,230542,232752,235357,238116,240528,242233,244313,246334,248523,250980,253281,256052,258137,260471,262762,265071,267252,269348,271685,273910,276624,278457,279784,280497,281967,283836,285897,288065,290902,293373,296248,298428,300016,301209,303503,307158,311568,315564,319035,322403,326455,330711,335389,340179,346195,352705,358646,364190,369439,374935,381241,387210,393442,398463,403616,407680,411355,413231,415997,418337,420396,421477,419057
395039,361,"Roseburg, OR",msa,OR,121100,121189,121261,121429,121654,122059,122375,122691,122884,123191,123638,124211,125012,125613,126146,126590,126913,127198,127500,128122,128835,129434,129952,130374,130754,131051,131226,131399,131641,132109,132732,133243,133785,134207,134746,135087,135449,135860,136290,136818,137275,137943,138570,139478,140610,141933,142769,143372,143975,145221,146597,148519,150696,152995,155156,156780,158491,160066,162298,164402,166448,169068,171962,175118,178024,181408,185064,188160,191219,194078,196960,199594,202356,205510,208820,212095,214551,216799,218224,219904,221177,222828,223783,224335,224550,225164,225692,226086,225199,224205,222893,222964,222999,222970,219517,216546,218399,222888,226632,226395,226602,225755,223939,221413,219853,218169,216831,215341,213682,211811,209894,207908,205803,203782,201970,200218,198598,197116,195750,194450,193163,192139,191319,190459,189601,188816,187996,187120,185906,184888,183893,182758,181637,180258,178892,177263,176116,175420,175135,174842,174714,174605,174781,174743,174720,174373,174363,174226,174160,174380,175009,,,,,151970,147312,144070,141680,145012,148139,149125,148225,148228,149384,151461,153689,154580,155588,156302,157372,157688,158177,159112,159904,160846,161863,162940,167471,167618,167998,165397,166697,167338,166630,165962,165778,165940,166832,167886,168988,169956,171268,172204,172339,172543,173297,174330,175109,176012,177308,178265,179078,179731,180386,181480,182754,183983,184900,186859,188996,191548,193319,195359,196131,196436,198564,200910,202509,202447,202332,203259,204192,205659,207035,207755,208675,210230,212639,214406,215373,215356,216218,216876,218626,220215,222186,223738,225040,226032,226728,227714,228279,229131,229914,231465,233020,235380,238211,241523,244061,246402,249132,251980,255556,258872,263950,269330,276102,282525,288208,292897,296967,301710,306950,310855,315607,319825,325102,328022,330208,331019,331724,331448,331450,331420
394857,362,"Michigan City, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124050,123947,123841,123654,123339,122960,122498,122141,121871,121563,121207,120970,121002,121255,121354,121396,121387,121513,121540,121509,121452,121263,120955,120536,120227,119980,119832,119712,119689,119568,119427,119249,119262,119332,119317,119180,119159,119261,119418,119515,119582,119562,119506,119528,119617,119796,120007,120201,120362,120518,121237,121884,122363,122262,122122,122056,122062,122220,122453,122669,122883,123186,123508,123882,124188,124579,124902,125258,125559,125860,126165,126471,126813,127149,127528,126814,126091,125645,126304,126779,126522,125910,125208,124717,124169,123881,123759,124201,124595,124879,124793,124632,124694,124872,125161,125436,125920,126640,127586,128662,129807,130829,131421,131983,132632,133679,134745,135638,136295,136917,137823,138853,139979,140863,142065,142811,143516,143986,144772,145790,146643,147379,148036,148740,149564,150340,150968,151545,151971,152185,152354,152531,152746,152899,153053,154031,154623,155606,155733,,161166,164895,166889,168670,170523,171696,173338,174872,177616,180706,184484,188204,191307,193684,195103,197295,199836,203835,207805,212217,215690,217873,218655,219423,219432,219857,220583
394734,363,"Kankakee, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144963,144737,144624,143933,143076,141326,139704,137808,136434,134904,134059,133522,133414,133197,133218,133241,133293,133241,133217,132902,132161,131036,130119,129490,129103,128805,128405,128078,127691,127490,127303,126930,126302,125625,125154,125020,125003,124960,125088,125339,125653,126069,126360,126653,126244,125665,125079,124964,125033,125167,125377,125602,125822,125924,126076,126038,125961,125856,126049,126436,126966,127482,128011,128530,129022,129370,129808,130176,130655,130963,131276,131482,130541,129363,128289,128390,128526,128498,128448,128532,128547,128199,127712,127093,126838,127002,127525,127971,128308,128508,128743,128764,128818,128802,128799,128719,129018,129560,130126,130387,130635,131194,131577,131872,132218,132810,133371,133724,134266,134839,135495,135924,136649,137189,138115,138767,139509,139990,140501,141003,141519,142021,142417,142868,143394,144225,144866,145447,145825,146369,146680,147117,147220,148347,148435,148978,148759,149458,150170,151095,152292,153560,154870,155850,157254,158659,159906,160767,161741,163150,164946,166745,168530,170452,172627,175182,177771,179868,181684,183228,185080,186981,188507,189710,190616,191596,192609,194024
394788,364,"Lewiston, ME",msa,ME,96867,97022,97634,98501,99474,100215,101105,101819,102353,102656,103326,104559,106029,107315,108164,108533,108995,109331,110047,110236,110615,110899,111649,112379,113510,114815,116150,117064,117898,118736,120083,120691,121367,121605,122265,122860,123619,124448,124994,125053,125661,126116,127158,128085,129505,131112,132108,133152,134354,136000,137772,139049,141046,142955,145282,145986,146983,147632,149823,151818,154351,157202,160200,162589,163993,163955,164438,164572,165837,166378,167309,168447,170101,170969,171300,170902,171068,171023,171164,171816,172641,173755,174015,174598,175075,175319,175036,174539,174324,173960,173284,173460,174060,175026,175221,175469,175954,176446,176594,176015,175050,173924,172782,171858,171163,170483,169930,169336,169509,169565,169466,168815,166144,163396,160449,159513,158605,157874,157087,156495,155914,155531,155023,154686,154314,154181,153858,153848,153785,153582,153053,152535,152885,153148,153377,153079,152937,153056,152949,152753,152345,152227,152184,151966,151617,151189,150801,150452,150017,149694,149346,149359,149511,149673,149720,149742,149392,148964,148498,148538,148744,148987,148970,148794,148369,148060,147723,147593,147487,147681,147881,148352,148760,149146,149440,149520,149678,149693,149804,149701,,146161,144874,,146406,147953,149482,150508,150229,148609,147389,148237,148538,148033,147263,149400,150498,149532,146350,145040,145926,148539,151069,151215,151775,152311,154453,156201,159364,162613,165476,167053,167567,167669,167744,168249,169066,169995,170848,171149,172152,172836,174217,174938,175769,176889,177323,177823,177633,177877,177462,177609,177866,179442,180792,181938,182790,183814,185705,187932,190738,192117,193646,193858,194662,194510,196099,198839,202479,205818,208538,211390,214938,218118,222228,226347,233464,241525,249763,254897,256986,257895,260161,264534,269254,275726,280999,285361,287313,289452,292726,293877,295687,296439,298004,297704
395023,365,"Richmond, KY",msa,KY,96705,96922,97019,97277,97413,97671,98057,98610,99149,99535,99916,100410,101015,101434,101749,102021,102453,102856,103341,103684,104070,104290,104491,104632,104799,105060,105296,105681,106067,106126,106155,106014,106230,106500,107294,108083,108717,108878,109019,109154,109591,110077,110588,110855,111224,111769,112400,112977,113333,113922,114497,115182,115500,115927,116262,117025,117736,118536,119052,119483,120310,121017,122088,123218,124575,125700,126452,127154,127834,128442,129131,129771,130231,130610,130937,131331,132023,132976,134108,134760,135069,135049,134958,134800,134876,134998,135183,135203,135228,135197,135068,134875,134859,134823,134695,134364,133964,133758,133545,133220,132932,132496,132269,131933,131741,131659,131652,131456,131309,131183,131165,131061,130887,130835,130737,130619,130398,129934,,128580,128814,,129682,129717,129982,130256,130620,130791,131031,131080,131132,130771,130673,130520,130637,130331,130201,130106,130234,130389,130482,130604,130675,130783,130621,130541,130502,130621,130681,131028,131418,131796,131845,131931,132118,132303,132323,132384,132363,131532,130472,129444,129330,129219,129118,129082,129210,129417,129508,129793,130079,130544,130785,131085,131316,131605,131922,132301,132699,133050,132744,132553,132673,133770,134751,135441,135483,135629,135719,135765,135650,135652,136574,137475,138590,139305,140136,140866,141786,142905,143881,144382,144617,144947,145540,146628,147750,148965,149546,149990,150162,150530,151021,151675,152407,153094,153794,154357,154770,155123,155547,156341,157152,158144,158872,159546,160143,160914,161774,162558,163174,163990,164868,165403,166331,167376,169080,169622,170161,170440,171290,171882,172677,174083,174573,174677,174006,174802,176052,178578,181242,184350,186592,188231,189339,190691,192841,195900,198983,201770,204018,206506,209133,211806,213973,216143,218178,220717,222872,225173,227312,229644,232553,235620,237844,238658
395213,366,"Watertown, NY",msa,NY,53930,54215,54442,54869,55125,55356,55666,55793,55864,55835,56188,56599,57056,57374,57724,57982,58274,58488,58829,59009,59218,59355,59725,60207,60813,61484,62093,62667,63087,63470,63854,64137,64413,64648,,,62898,,66861,67286,67546,67687,67831,68092,68453,68777,69297,69847,70576,71033,71802,71972,72535,72783,73550,74156,75403,76886,78774,80324,81864,83046,84032,84992,85702,86447,87697,89376,91391,93119,95098,96788,98199,99051,100338,101670,103383,104371,105469,106235,107240,108167,108930,109398,109466,110025,110510,111401,112078,113239,114471,115928,117101,117991,118759,119780,120948,121618,121884,122240,122851,123612,123743,123971,123994,124210,124033,123935,123871,123871,123683,123374,123010,122671,122271,122371,123404,124399,124221,123598,123135,123496,123554,123845,124172,124573,124702,124910,124898,124728,124851,125152,125640,125524,125034,125117,125473,126571,127540,128578,129413,129933,130251,130758,132280,134302,136033,136744,136893,137246,137585,137398,136714,136216,136680,136894,136060,134845,135093,136674,138408,138761,138279,137953,137658,138174,138127,138576,138452,138121,137823,136873,136886,137104,138648,139193,138347,136865,136225,137331,138651,139081,138099,136463,136013,135967,136110,136049,136389,136473,135307,133466,132817,133914,135404,136126,136283,136350,136770,136593,136419,136217,136062,135903,135893,136191,136763,137182,137709,138408,139366,139919,139824,139071,138876,138631,138766,138729,138593,138765,139135,140512,141331,141832,141696,141882,141939,142151,142084,142264,142526,143103,143188,143238,142916,142971,143713,143125,142388,143036,145040,146925,146605,146534,146327,146815,147362,148076,148582,149360,150780,152044,153218,154424,156363,157498,159089,160492,162874,164370,165514,166352,167604,168707,169732,171155,173206,176322,179457,182352,184541,186363,187415,189161,190407,191359
394932,367,"Ogdensburg, NY",msa,NY,49641,49964,50203,50666,51073,51467,51877,52074,52292,52402,52021,51638,51322,51716,52097,52566,53290,54064,54786,55086,55356,55534,55946,56341,56893,57421,57939,58446,58815,59172,59511,59787,60120,60383,60874,61280,61798,62160,62582,62945,63194,63420,63571,64181,64946,65887,66603,67146,67705,67797,67859,67740,67911,68027,68215,69391,69529,69608,68568,68571,68539,68671,68955,69276,69998,70423,71168,71532,72310,74038,76612,77765,77672,76547,77480,78147,78292,78362,79117,80426,80899,81035,81022,81893,82656,83582,83783,83779,83855,83698,83465,82954,82998,83391,84239,84550,84867,84945,84874,84484,83934,83409,82733,82242,81769,81102,80421,79864,79830,79808,79596,79245,78738,78286,77717,77174,76576,76066,75626,75422,75370,75492,75539,75681,75725,75879,75873,75777,75610,75289,75032,74771,74776,74946,75353,75931,76430,76707,76790,76969,76858,76715,76559,76793,77298,77898,78313,78381,77452,76402,75877,76028,76712,77020,77021,76708,75851,76082,75239,75671,75015,75826,75458,75643,75377,75510,75952,76548,77217,77192,76966,77399,78389,79400,79495,79027,78703,78619,78687,78319,78170,78018,78354,77598,77080,76510,76602,76676,76485,76215,75459,74786,74372,74356,74461,74433,74476,74602,76428,76621,77142,76231,77079,77157,76852,76365,76096,75814,75370,74795,74430,74138,74395,74072,73865,73058,72805,72144,71693,71954,72999,74257,74884,75344,75748,76541,77104,77815,78251,78753,79275,79449,79354,79020,79150,79861,80807,81588,82111,82500,82726,82736,82983,83057,82790,82272,81895,82156,82788,84577,85977,87313,88103,88768,89211,91402,94672,98463,100739,102856,104551,105747,107783,110502,113339,113987,114634,115367,118527,120102,121203,119998,119268,117932,118119,119299
395080,368,"Sebring, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94649,95025,95717,97073,98653,100034,101559,103160,105037,106994,109404,111792,114065,115855,118256,120894,123949,127316,132447,137715,142346,145919,149768,154559,158534,161949,164068,166109,169224,172272,174856,176446,177760,179704,180711,180802,180131,179112,178253,176561,175179,173127,171538,169115,167065,164026,160936,158568,156248,154111,153570,153404,152721,150285,147254,143756,140490,137848,133115,129643,126975,127839,126767,124640,122336,120130,118003,115346,114006,112880,112827,111400,110823,109749,109334,108864,108035,106942,105625,104631,103067,102161,101974,101581,100556,98919,97751,96498,95877,95547,95393,96866,97824,97095,94565,92714,92171,91787,91026,90387,89248,88836,88491,88253,87614,87381,87297,87355,87167,86973,86783,87142,87605,88147,88782,89325,89800,90183,90736,91558,91885,92046,92544,93000,93808,94061,94447,94852,96062,97527,99343,100208,100441,100481,100427,101365,102450,103932,105186,105973,106503,106123,105594,105337,106283,107420,108947,110023,111156,112154,113077,113993,114672,115647,117035,118669,119833,120931,121644,122680,122957,123740,124773,125659,126525,127685,128846,129309,129596,130250,131422,132267,133689,134686,135364,135788,136851,138226,139252,140553,141382,142449,142709,143133,143343,143806,144433,144563,144702,145115,145803,146337,146467,147412,148763,150325,151215,152138,152977,154321,155628,157075,158733,160413,162529,165070,167516,170315,173282,177507,182055,186570,190561,194670,199546,203834,207963,211720,215967,221029,226163,232230,237190,240701,243715,246697,250342,252716
395168,369,"Tullahoma, TN",msa,TN,87960,88124,88054,88232,88463,88726,88887,88965,89211,89484,89902,90435,91096,91470,91800,91947,92264,92537,92735,92973,93190,93553,93683,93781,93830,94026,94147,94181,94320,94320,94681,94604,94807,94706,94931,95126,95349,95668,95853,95706,95434,95285,95640,95968,96447,96826,97238,97475,97606,97862,98172,98526,98954,99370,99842,100278,100692,100997,101111,101313,101500,101740,101954,102324,102768,103213,103667,104084,104421,104676,104927,105308,105661,106104,106732,107485,108176,108854,109650,110652,111622,112715,113968,114601,115021,115354,116262,117044,117376,117692,118074,118698,119049,119228,119183,119388,119443,119587,119517,119532,119468,119463,119284,119048,118737,118650,118565,118388,118108,117988,117876,117802,117442,117019,116308,115593,114843,114309,113846,113501,113330,113284,113335,113434,113532,113595,113507,113381,113143,112793,112320,111506,110706,110390,110411,110639,110526,110518,110377,110309,110263,110286,110281,110339,110536,110647,110540,110200,109718,109088,108326,107708,107475,107799,108136,108450,108249,108225,107994,108149,108198,108512,108784,109342,109757,110043,110385,110743,111191,111425,111895,112060,113093,113480,113730,113054,112909,113283,113536,114049,114241,114542,114760,115449,116155,117314,118699,120041,121480,122575,123980,124709,125579,126023,125991,125897,125799,126527,127545,128749,129220,129488,129832,130373,131078,131793,132903,133766,134765,135756,136794,137186,137255,137268,137993,139305,140943,142619,144086,145147,146088,146933,147911,149043,150155,151015,152363,152257,152563,151833,152884,153672,153271,152195,150696,152640,154282,156223,156028,156851,157646,158668,159687,161116,163043,164725,165793,166157,166474,166529,167431,168909,171643,174578,177358,179582,181579,183883,187383,193334,200007,204005,205795,207975,212701,218959,225409,232555,238959,243751,247860,251472,254113,256608,256881,258521
394733,370,"Kalispell, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259559,256906,256218,253154,251475,250367,250837,250965,249857,248214,247007,245696,244267,242807,240453,238440,236233,234740,231352,228160,224418,221542,219111,218672,218043,216051,212237,210535,210212,210828,210468,209672,209136,206725,204312,202468,203176,204936,207575,210331,212109,212905,214859,217099,222400,227615,234592,238177,240489,242192,244720,248324,251896,254931,257531,259430,261443,264126,265990,267663,267692,268399,269619,270926,272082,272272,271941,272608,272486,274120,275618,279207,281288,282513,282877,284033,284372,284303,284517,286586,288760,289616,289466,288915,288987,289017,290446,292528,295165,297319,298790,299719,300177,300659,301761,303249,305414,307526,309954,310154,310470,311140,313762,315996,317095,318610,320747,324409,327687,330887,333081,334193,335003,335076,336596,338876,341452,344031,345447,346768,347633,348842,350500,352744,354877,356799,358787,361697,363372,364543,364291,365438,366475,368203,370910,375041,381637,389425,397088,403727,411495,420062,432416,449767,470554,492031,514000,537545,559604,577835,594419,614338,634863,656966,675592,692855,706594,712312,715609,712755,700967,690555,679768,676749
394396,371,"Bluefield, WV",msa,VA,52939,52906,52996,53152,53356,53552,53920,54270,54589,54696,55072,55495,56079,56325,56535,56663,56975,57237,57462,57641,57782,57836,57789,57753,57773,57976,58163,58376,58445,58534,58595,58761,58995,59182,59222,59223,59257,59495,59712,59940,60064,60247,60488,60676,60859,60983,61221,61474,61794,62134,62468,62758,63055,63426,63825,64206,64593,64998,65355,65639,65986,66518,67142,67733,68433,69280,70252,70751,71159,71462,72029,72465,72896,72996,73046,72909,73142,73334,73635,73832,74185,74611,74829,74953,74870,74971,75037,75167,75254,75324,75288,75325,75381,75523,75527,75494,75456,75459,75318,75040,74740,74483,74267,74105,73706,73380,72923,72861,72894,72902,72799,72476,72156,72002,71857,71808,71434,71176,70836,70637,70455,70467,70517,70659,70598,70603,70596,70696,70521,70333,70069,70039,69941,69819,69714,69680,69746,69825,69834,69862,69961,70065,70186,70244,70317,70436,70616,70873,70999,71043,70942,70992,70918,70905,70860,70920,71053,71152,71355,71566,71780,71989,72197,72399,72666,72864,73102,73247,73391,73367,73370,73501,73728,73875,73981,74077,74361,74527,74779,74907,75119,75345,75600,75690,75717,75711,75861,76022,76267,76384,76481,76482,76566,76935,77337,77823,78017,78165,78280,78399,78522,78636,78692,78722,78750,78845,78983,79163,79350,79570,79611,79871,80229,80752,81147,81420,81680,81910,82120,82323,82410,82531,82684,82625,82657,82662,82914,83121,83361,83695,84066,84541,85012,85412,85786,86148,86567,86866,86560,86204,85817,85842,85843,85901,86092,86255,86489,86602,86787,87175,88059,88909,89808,90523,91333,92011,92617,93156,93645,94234,94916,95507,96085,98052,100023,102085,102733,103385,103929,104717,105580,106340,106907,107625,108250,108577
395222,372,"Whitewater, WI",msa,WI,,,,,,,161202,160400,161280,161676,162651,162649,163235,163591,163790,164879,166150,167754,168301,168041,168564,168539,169399,169695,170328,170791,171016,171858,172427,172809,172877,172906,173337,173481,173884,173978,174273,174988,175779,176949,177802,178348,178417,178475,179304,180719,181820,182764,183175,184352,185499,187477,189634,191770,194012,195064,196659,197402,199281,200672,201963,202984,203731,205061,207106,208519,209664,209500,210446,210807,211530,211831,212472,213369,213975,215255,216273,216834,216816,217044,218668,220307,221764,222940,223454,224148,224319,225459,226073,227267,228834,230030,230348,229365,229109,229107,229674,230284,230206,229136,228114,226973,225959,224054,223798,222231,221616,218507,216772,215488,214638,213867,211178,209175,207171,205773,204254,202975,201803,200780,200203,199822,198578,197008,195716,195714,194855,194266,191731,189587,187067,185491,183768,181945,181066,179553,176848,173888,171594,170839,169949,170020,169437,169067,167640,166391,165659,166317,166764,166521,165340,164523,163839,163590,163658,163051,162510,162151,162590,162971,163422,164228,164893,166039,166972,169311,171393,174410,177002,179452,180825,181406,180937,180280,179600,178989,178470,177110,176013,173213,172432,172838,176308,178929,181019,181748,181700,181394,180704,180134,179640,180761,182159,183681,184862,186897,189135,189979,190254,190786,192791,194939,196384,197645,198441,196624,195019,195160,197818,200006,200984,201483,201674,201905,202780,204524,206677,209093,210142,209558,210162,211859,214397,215974,217047,217825,218053,218585,218287,218126,217500,218174,219967,221300,223935,226299,229928,230884,230766,230704,231734,233408,234814,235974,237025,238655,240969,242838,243158,243458,245206,249674,255685,261063,265373,269506,273831,278959,283061,287419,290704,292296,292037,291683,293140,298069,303572,307837,310213,311956,314629,318147,320762,324370,328380,334138
753912,373,"Pinehurst, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223175,223519,224254,224707,224903,224746,224709,224510,223951,220995,219926,218832,218519,216228,213505,212476,211501,210624,209724,208485,207501,206239,205304,204497,204188,204072,207573,211671,,,208175,203428,202983,202120,201130,200284,199599,198945,198261,197541,197135,197221,197496,197240,196762,196069,195911,195782,195632,195557,195109,194773,194472,194670,194907,195081,195357,195711,196168,196391,196535,196586,196423,196243,,203181,206601,206626,206762,207306,207477,208157,208696,209616,210292,211145,211751,212455,212770,213293,213637,214144,214139,214350,214451,214920,214933,215093,214665,214711,214428,214913,215332,215798,216170,216087,216580,217183,217793,217677,217376,217383,217931,218572,219038,219556,220075,221104,222170,223428,223999,224324,224737,225654,226527,227422,227801,228159,228142,229166,230916,232682,234249,235019,235728,236485,237528,238446,239438,240333,241362,242219,243371,244922,246416,247169,247429,247850,248537,249495,250361,251400,252209,253120,254281,254709,255130,255822,257832,260049,262396,264814,267674,270379,273138,275733,278885,283417,289885,296888,303341,309423,316211,324562,331854,338690,344983,353448,361807,370154,377815,385428,390945,395136,398318,402852,407124,411580
394762,374,"LaGrange, GA",msa,GA,100655,101152,101448,102091,102631,103121,103616,103970,104594,105244,106141,106868,107736,108175,108767,109223,109948,110485,111016,111434,111901,112295,112611,112887,113231,113765,114269,114625,115074,115517,116012,116354,116708,117120,117413,117738,118098,118682,119220,119620,119809,119893,120004,120280,120659,121064,121497,122010,122651,,,,,131262,131729,132117,132553,131844,131048,129783,129897,130101,130463,130718,130950,131581,132342,132970,133472,133973,134619,135315,135921,136604,137172,137983,138706,139244,139598,139765,140007,140526,140643,140933,141040,141668,142178,142375,142558,142568,142349,142349,142419,142704,142644,142777,142980,143050,142791,142222,142117,141930,141703,141192,140768,,136382,134180,,135145,135519,134495,133365,132196,131196,130093,129033,127859,125749,123551,122859,123473,124362,124162,123717,123258,122839,122372,121634,120853,120027,118671,117125,115685,114778,113774,112829,112095,111747,111362,110909,110331,109968,109620,108948,108257,107764,107687,107530,107345,107301,107451,,111202,113288,113976,114681,115275,115819,116415,116973,117478,118041,118684,119347,120088,120926,121879,122447,122963,123558,124421,125228,125925,126513,127145,127647,128140,128771,129555,130176,130645,131081,131837,132524,133179,133782,134374,134792,135118,135652,136051,136452,136714,137282,137931,138572,139211,139862,140333,140665,141008,141570,141860,141849,141881,142267,142932,143421,143947,144419,145132,145826,145795,145748,145943,146850,147667,148345,149168,150069,150898,151644,152276,152737,153285,153954,155089,156225,157357,158292,159124,159986,160882,161792,162617,163098,162991,162019,161172,160718,161347,161935,162672,163216,163744,163927,162585,160620,159917,160855,163004,164785,166667,168511,170062,172330,174977,178114,181858,180851,177844,174675,176885,179359,181246,183388,187514,191594,194814,192346,188957,190609,191378,192777,188913
